target_path_id,x,y,z,path_len,actual_path,similarity,length_score,robustness,final_score
0,6.8,18,6.9,8,"2, 3, 4, 11, 12, 13, 14, 15",0.7777777777777778,1.0,0.0,0.8888888888888888
0,4.4,15,2.5,8,"2, 3, 4, 11, 12, 13, 14, 15",0.7777777777777778,1.0,0.0,0.8888888888888888
0,7.4,13,6.7,8,"2, 3, 4, 11, 12, 13, 14, 15",0.7777777777777778,1.0,0.0,0.8888888888888888
0,5.7,4,4.3,10,"1, 2, 3, 4, 10, 11, 12, 13, 14, 15",0.8,0.8,0.0,0.8
0,7.8,9,9.6,10,"1, 2, 3, 4, 10, 11, 12, 13, 14, 15",0.8,0.8,0.0,0.8
0,4.3,4,5.1,10,"1, 2, 3, 4, 10, 11, 12, 13, 14, 15",0.8,0.8,0.0,0.8
0,6.2,4,8.1,10,"1, 2, 3, 4, 10, 11, 12, 13, 14, 15",0.8,0.8,0.0,0.8
0,9.3,7,7.7,9,"1, 2, 3, 10, 11, 12, 13, 14, 15",0.7,0.8888888888888888,0.0,0.7944444444444444
0,5.1,9,15.8,9,"1, 3, 4, 10, 11, 12, 13, 14, 15",0.7,0.8888888888888888,0.0,0.7944444444444444
0,5.3,6,10.0,9,"1, 3, 4, 10, 11, 12, 13, 14, 15",0.7,0.8888888888888888,0.0,0.7944444444444444
0,6.5,6,11.8,9,"1, 3, 4, 10, 11, 12, 13, 14, 15",0.7,0.8888888888888888,0.0,0.7944444444444444
0,7.1,12,12.1,7,"3, 4, 11, 12, 13, 14, 15",0.6666666666666666,0.875,0.0,0.7708333333333333
0,8.6,10,2.8,7,"2, 3, 11, 12, 13, 14, 15",0.6666666666666666,0.875,0.0,0.7708333333333333
0,7.9,18,10.3,7,"3, 4, 11, 12, 13, 14, 15",0.6666666666666666,0.875,0.0,0.7708333333333333
0,2.0,11,11.6,7,"3, 4, 11, 12, 13, 14, 15",0.6666666666666666,0.875,0.0,0.7708333333333333
0,16.6,9,15.5,8,"10, 11, 12, 13, 14, 15, 24, 26",0.45454545454545453,1.0,0.0,0.7272727272727273
0,6.6,12,20.0,8,"3, 4, 9, 11, 12, 13, 14, 24",0.45454545454545453,1.0,0.0,0.7272727272727273
0,9.6,7,18.2,9,"1, 3, 9, 10, 11, 12, 13, 14, 15",0.5454545454545454,0.8888888888888888,0.0,0.7171717171717171
0,8.7,14,19.3,7,"3, 9, 11, 12, 13, 14, 15",0.5,0.875,0.0,0.6875
0,12.2,6,18.7,7,"9, 10, 11, 12, 13, 14, 15",0.5,0.875,0.0,0.6875
0,12.5,2,16.6,7,"9, 10, 11, 12, 13, 14, 15",0.5,0.875,0.0,0.6875
0,19.0,16,34.0,8,"5, 7, 8, 9, 11, 12, 13, 14",0.3333333333333333,1.0,0.0,0.6666666666666666
0,13.1,1,30.1,8,"7, 8, 9, 10, 11, 12, 13, 14",0.3333333333333333,1.0,1.0,0.6666666666666666
0,17.4,11,38.8,8,"5, 7, 8, 9, 11, 12, 13, 14",0.3333333333333333,1.0,0.0,0.6666666666666666
0,19.7,15,34.9,8,"5, 7, 8, 9, 11, 12, 13, 14",0.3333333333333333,1.0,0.0,0.6666666666666666
0,18.2,8,26.3,8,"5, 7, 9, 10, 11, 12, 13, 14",0.3333333333333333,1.0,0.0,0.6666666666666666
0,17.3,14,47.3,8,"5, 7, 8, 9, 11, 12, 13, 14",0.3333333333333333,1.0,0.0,0.6666666666666666
0,10.1,3,21.2,8,"7, 9, 10, 11, 12, 13, 14, 28",0.3333333333333333,1.0,0.0,0.6666666666666666
0,8.0,14,30.7,8,"3, 7, 8, 9, 11, 12, 13, 14",0.3333333333333333,1.0,0.0,0.6666666666666666
0,12.9,19,39.5,8,"6, 7, 8, 9, 11, 12, 13, 14",0.3333333333333333,1.0,0.0,0.6666666666666666
0,16.2,10,38.2,8,"5, 7, 8, 9, 11, 12, 13, 14",0.3333333333333333,1.0,0.0,0.6666666666666666
0,21.1,12,16.9,8,"5, 9, 11, 12, 13, 15, 24, 26",0.3333333333333333,1.0,0.0,0.6666666666666666
0,13.0,19,44.0,8,"6, 7, 8, 9, 11, 12, 13, 14",0.3333333333333333,1.0,0.0,0.6666666666666666
0,8.2,11,49.7,8,"3, 7, 8, 9, 11, 12, 13, 14",0.3333333333333333,1.0,0.0,0.6666666666666666
0,14.7,1,49.0,8,"7, 8, 9, 10, 11, 12, 13, 14",0.3333333333333333,1.0,1.0,0.6666666666666666
0,13.6,1,21.3,8,"7, 9, 10, 11, 12, 13, 14, 28",0.3333333333333333,1.0,1.0,0.6666666666666666
0,16.6,1,8.0,6,"10, 11, 12, 13, 14, 15",0.5555555555555556,0.75,1.0,0.6527777777777778
0,12.9,9,2.6,6,"10, 11, 12, 13, 14, 15",0.5555555555555556,0.75,0.0,0.6527777777777778
0,9.1,7,30.0,9,"1, 3, 7, 9, 10, 11, 12, 13, 14",0.4166666666666667,0.8888888888888888,0.0,0.6527777777777778
0,18.5,2,2.5,6,"10, 11, 12, 13, 14, 15",0.5555555555555556,0.75,0.0,0.6527777777777778
0,13.3,7,9.3,6,"10, 11, 12, 13, 14, 15",0.5555555555555556,0.75,0.0,0.6527777777777778
0,7.4,7,21.6,10,"1, 3, 4, 7, 9, 10, 11, 12, 13, 14",0.5,0.8,0.0,0.65
0,2.3,1,22.7,10,"1, 3, 4, 7, 9, 10, 11, 12, 13, 14",0.5,0.8,1.0,0.65
