path_id,target_path,samples_generated,top_k_selected,average_score,total_score,max_score,min_score
1,"[1, 2, 4, 11, 12, 13, 14, 15]",1000,200,0.6074543234543234,121.49086469086467,0.8888888888888888,0.5
2,"[5, 6, 7, 8, 9, 17, 18, 19, 20, 21, 24, 25, 26, 27, 28, 29]",1000,200,0.749395666567022,149.8791333134044,1.0,0.625
3,"[5, 6, 7, 8, 9, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",1000,200,0.7042143337398755,140.8428667479751,0.8333333333333333,0.6
